ANALYST,DATE,BROKER,RATING,RECOMMENDATION,TARGET_PRICE,BBTICKER,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME
Luiadron,2/21/2020,Ah SA,5,buy,7.63,TEF SM Equity,Communication Services,Telecommunication Services
Matlkert,2/21/2020,DZ AG,5,buy,7.5,TEF SM Equity,Communication Services,Telecommunication Services
Ferorell,2/21/2020,"Al,S.",5,buy,7.5,TEF SM Equity,Communication Services,Telecommunication Services
Nawstini,2/20/2020,Moley,3,Equalwt/Attractive,8,TEF SM Equity,Communication Services,Telecommunication Services
Micishop,2/20/2020,Gochs,3,neutral,7.3,TEF SM Equity,Communication Services,Telecommunication Services
Akhttani,2/20/2020,J.gan,1,underweight,5.6,TEF SM Equity,Communication Services,Telecommunication Services
Jerellis,2/20/2020,Jeies,5,buy,7.9,TEF SM Equity,Communication Services,Telecommunication Services
Jua Pena,2/20/2020,GVSN),4,accumulate,7.7,TEF SM Equity,Communication Services,Telecommunication Services
JosOcina,2/20/2020,Miies,3,hold,7.27,TEF SM Equity,Communication Services,Telecommunication Services
CarSmith,2/20/2020,Beerg,3,hold,7.4,TEF SM Equity,Communication Services,Telecommunication Services
Javchero,2/20/2020,Keeux,2,reduce,5.7,TEF SM Equity,Communication Services,Telecommunication Services
MicHodel,2/20/2020,MoInc,5,buy,12.5,TEF SM Equity,Communication Services,Telecommunication Services
Gera Bou,2/20/2020,JBets,5,buy,7.8,TEF SM Equity,Communication Services,Telecommunication Services
Aleright,2/20/2020,NaLtd,5,buy,9,TEF SM Equity,Communication Services,Telecommunication Services
Ferreira,2/18/2020,Grder,5,buy,9.65,TEF SM Equity,Communication Services,Telecommunication Services
Keviroya,2/17/2020,Deank,5,buy,10.6,TEF SM Equity,Communication Services,Telecommunication Services
SooDatta,2/6/2020,Nerch,5,buy,9.7,TEF SM Equity,Communication Services,Telecommunication Services
Nicelfas,1/16/2020,Reted,3,neutral,-2.42E-14,TEF SM Equity,Communication Services,Telecommunication Services
Pedveira,11/25/2019,CaBPI,5,buy,8.4,TEF SM Equity,Communication Services,Telecommunication Services
WolDonie,11/18/2019,No/LB,5,buy,8,TEF SM Equity,Communication Services,Telecommunication Services
Alerides,10/25/2019,OdBHF,5,buy,11.8,TEF SM Equity,Communication Services,Telecommunication Services
IvaFelix,9/17/2019,Rea 4,3,hold,7.2,TEF SM Equity,Communication Services,Telecommunication Services
Geoconou,1/25/2019,Ciiti,NA,withheld,-2.42E-14,TEF SM Equity,Communication Services,Telecommunication Services
Antpagna,5/1/2018,ISEVA,5,buy,-2.42E-14,TEF SM Equity,Communication Services,Telecommunication Services
Deewaran,3/9/2020,Beein,5,outperform,11,EOAN GR Equity,Utilities,Utilities
Svemeier,3/6/2020,InmbH,3,hold,11.5,EOAN GR Equity,Utilities,Utilities
Augenart,3/5/2020,Alope,4,add,11.7,EOAN GR Equity,Utilities,Utilities
Wanowska,3/3/2020,Crsse,5,outperform,12,EOAN GR Equity,Utilities,Utilities
Valtaldy,3/2/2020,DaDay,5,buy,14.2,EOAN GR Equity,Utilities,Utilities
Adackens,2/20/2020,HSSBC,5,buy,12.5,EOAN GR Equity,Utilities,Utilities
Petmpton,2/19/2020,Baays,5,overweight,13,EOAN GR Equity,Utilities,Utilities
Roblleyn,2/12/2020,Moley,3,Equalwt/Attractive,11,EOAN GR Equity,Utilities,Utilities
JamBrand,2/3/2020,Deank,3,hold,10.5,EOAN GR Equity,Utilities,Utilities
Teaerage,1/30/2020,Beerg,3,hold,10,EOAN GR Equity,Utilities,Utilities
Marssier,1/28/2020,Ma AG,3,hold,8.9,EOAN GR Equity,Utilities,Utilities
Ingecker,1/27/2020,Keeux,3,hold,10,EOAN GR Equity,Utilities,Utilities
Sam Arie,1/23/2020,UBUBS,3,neutral,9.3,EOAN GR Equity,Utilities,Utilities
Pioowski,1/14/2020,Ciiti,3,neutral,9.8,EOAN GR Equity,Utilities,Utilities
TanFulop,1/14/2020,MoInc,1,sell,8.6,EOAN GR Equity,Utilities,Utilities
Softidou,1/10/2020,Exbas,5,outperform,10.9,EOAN GR Equity,Utilities,Utilities
Albdolfi,1/7/2020,Gochs,3,neutral,9.8,EOAN GR Equity,Utilities,Utilities
Ahmarman,1/7/2020,Jeies,5,buy,11,EOAN GR Equity,Utilities,Utilities
Wernmann,1/6/2020,DZ AG,1,sell,8.3,EOAN GR Equity,Utilities,Utilities
Louujard,12/13/2019,OdBHF,5,buy,10.6,EOAN GR Equity,Utilities,Utilities
Lueacher,12/11/2019,Soale,3,hold,9.4,EOAN GR Equity,Utilities,Utilities
Tankloff,12/3/2019,Coank,5,buy,12,EOAN GR Equity,Utilities,Utilities
Erkcicek,12/3/2019,Laerg,5,buy,10.3,EOAN GR Equity,Utilities,Utilities
OscNajar,12/2/2019,Grder,5,buy,10.7,EOAN GR Equity,Utilities,Utilities
Joh Musk,11/29/2019,RBets,5,outperform,10.25,EOAN GR Equity,Utilities,Utilities
Chrybutt,11/29/2019,J.gan,1,underweight,7.75,EOAN GR Equity,Utilities,Utilities
Guiymann,11/29/2019,Baler,5,buy,12.4,EOAN GR Equity,Utilities,Utilities
Borgoaga,11/27/2019,CaBPI,1,underperform,8.7,EOAN GR Equity,Utilities,Utilities
Antpagna,10/4/2019,ISEVA,3,hold,-2.42E-14,EOAN GR Equity,Utilities,Utilities
Harinson,6/10/2019,Intec,NA,suspended coverage,-2.42E-14,EOAN GR Equity,Utilities,Utilities
Holchner,11/30/2018,No/LB,5,buy,13,EOAN GR Equity,Utilities,Utilities
Annueter,11/13/2015,Hasse,3,neutral,-2.42E-14,EOAN GR Equity,Utilities,Utilities
Jeavador,3/5/2020,Alope,5,buy,18,ORA FP Equity,Communication Services,Telecommunication Services
WolDonie,3/4/2020,No/LB,5,buy,14.5,ORA FP Equity,Communication Services,Telecommunication Services
SamcHugh,3/4/2020,Exbas,3,neutral,13.5,ORA FP Equity,Communication Services,Telecommunication Services
Giotalti,3/3/2020,UBUBS,NA,Under Review,14.4,ORA FP Equity,Communication Services,Telecommunication Services
Steazian,3/3/2020,Ma AG,5,buy,15.3,ORA FP Equity,Communication Services,Telecommunication Services
Nicisson,2/26/2020,HSSBC,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
Betscher,2/26/2020,Laerg,5,buy,17.5,ORA FP Equity,Communication Services,Telecommunication Services
Valtaldy,2/24/2020,DaDay,5,buy,18.26,ORA FP Equity,Communication Services,Telecommunication Services
Matliard,2/20/2020,Baays,3,equalweight,14,ORA FP Equity,Communication Services,Telecommunication Services
Mar Jost,2/18/2020,InmbH,3,hold,15,ORA FP Equity,Communication Services,Telecommunication Services
Rosanjit,2/17/2020,Deank,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
Carevino,2/14/2020,Grder,3,hold,-2.42E-14,ORA FP Equity,Communication Services,Telecommunication Services
Jakstone,2/14/2020,Crsse,5,outperform,15,ORA FP Equity,Communication Services,Telecommunication Services
Eriavary,2/14/2020,CIons,4,accumulate,15.5,ORA FP Equity,Communication Services,Telecommunication Services
Abhpatra,2/14/2020,Beerg,3,hold,14.3,ORA FP Equity,Communication Services,Telecommunication Services
Steatter,2/13/2020,Soale,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
EmmKelly,2/13/2020,Moley,1,Underwt/Attractive,12.5,ORA FP Equity,Communication Services,Telecommunication Services
Akhttani,2/13/2020,J.gan,3,neutral,14.7,ORA FP Equity,Communication Services,Telecommunication Services
Jerellis,2/13/2020,Jeies,5,buy,15.5,ORA FP Equity,Communication Services,Telecommunication Services
NayAmjad,2/13/2020,Ciiti,5,buy,16.5,ORA FP Equity,Communication Services,Telecommunication Services
Alerides,2/13/2020,OdBHF,3,neutral,14.5,ORA FP Equity,Communication Services,Telecommunication Services
Javchero,2/13/2020,Keeux,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
Thooudry,2/13/2020,Br Co,3,neutral,16.8,ORA FP Equity,Communication Services,Telecommunication Services
Andysiak,2/13/2020,MoInc,5,buy,19,ORA FP Equity,Communication Services,Telecommunication Services
Matlkert,2/13/2020,DZ AG,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
Rusaller,2/13/2020,Nerch,5,buy,17,ORA FP Equity,Communication Services,Telecommunication Services
Andw Lee,1/16/2020,Gochs,3,neutral,15,ORA FP Equity,Communication Services,Telecommunication Services
Nicelfas,1/16/2020,Reted,5,buy,-2.42E-14,ORA FP Equity,Communication Services,Telecommunication Services
Borgoaga,12/5/2019,CaBPI,3,neutral,15.7,ORA FP Equity,Communication Services,Telecommunication Services
Antpagna,10/8/2019,ISEVA,1,underweight,-2.42E-14,ORA FP Equity,Communication Services,Telecommunication Services
Alv Pozo,10/4/2019,Baell,5,buy,16.4,ORA FP Equity,Communication Services,Telecommunication Services
Teaerage,5/3/2019,Arorp,5,buy,16.97,ORA FP Equity,Communication Services,Telecommunication Services
Evailler,12/1/2017,Ga Co,5,buy,-2.42E-14,ORA FP Equity,Communication Services,Telecommunication Services
JerSigee,3/6/2020,Exbas,3,neutral,13.5,CSGN SW Equity,Financials,Diversified Financials
Die Hein,3/6/2020,Alope,5,buy,13.5,CSGN SW Equity,Financials,Diversified Financials
NicPayen,3/5/2020,Keeux,5,buy,16.5,CSGN SW Equity,Financials,Diversified Financials
Kiassein,3/4/2020,J.gan,3,neutral,13.8,CSGN SW Equity,Financials,Diversified Financials
Valtaldy,3/2/2020,DaDay,1,sell,10.16,CSGN SW Equity,Financials,Diversified Financials
Ankingen,2/28/2020,RBets,3,sector perform,13,CSGN SW Equity,Financials,Diversified Financials
Johholtz,2/28/2020,MoInc,5,buy,20,CSGN SW Equity,Financials,Diversified Financials
Jeaassus,2/20/2020,OdBHF,3,neutral,15,CSGN SW Equity,Financials,Diversified Financials
Andoombs,2/18/2020,Ciiti,5,buy,18.7,CSGN SW Equity,Financials,Diversified Financials
Adarelak,2/17/2020,MeSpA,5,outperform,15.6,CSGN SW Equity,Financials,Diversified Financials
Jannertz,2/17/2020,InmbH,1,sell,13,CSGN SW Equity,Financials,Diversified Financials
Andditti,2/17/2020,Ba AG,3,hold,13,CSGN SW Equity,Financials,Diversified Financials
Andw Lim,2/14/2020,Soale,5,buy,16,CSGN SW Equity,Financials,Diversified Financials
Magklosa,2/14/2020,Moley,3,Equalwt/Attractive,15,CSGN SW Equity,Financials,Diversified Financials
MarPeter,2/14/2020,Laerg,5,buy,14.5,CSGN SW Equity,Financials,Diversified Financials
Marchker,2/14/2020,DZ AG,5,buy,15,CSGN SW Equity,Financials,Diversified Financials
Ami Goel,2/14/2020,Baays,3,equalweight,13,CSGN SW Equity,Financials,Diversified Financials
Danacher,2/13/2020,UBUBS,5,buy,15.7,CSGN SW Equity,Financials,Diversified Financials
Tomllett,2/13/2020,Keods,1,underperform,12,CSGN SW Equity,Financials,Diversified Financials
Benn Goy,1/28/2020,Deank,5,buy,15,CSGN SW Equity,Financials,Diversified Financials
Patk Lee,1/17/2020,Grder,5,buy,16.8,CSGN SW Equity,Financials,Diversified Financials
NicWatts,11/22/2019,Reted,3,neutral,-2.42E-14,CSGN SW Equity,Financials,Diversified Financials
Eoillany,11/15/2019,Beerg,3,hold,12.5,CSGN SW Equity,Financials,Diversified Financials
Jermahen,11/14/2019,Gochs,5,buy,18.1,CSGN SW Equity,Financials,Diversified Financials
Antpagna,10/4/2019,ISEVA,5,overweight,-2.42E-14,CSGN SW Equity,Financials,Diversified Financials
Nigtcher,8/14/2019,HSSBC,5,buy,16,CSGN SW Equity,Financials,Diversified Financials
Enrioppi,8/10/2018,Ha SA,5,buy,19.3,CSGN SW Equity,Financials,Diversified Financials
Marchnee,3/5/2020,Alope,2,reduce,3020,GIVN SW Equity,Materials,Materials
Ishharma,3/3/2020,Ma AG,3,hold,2900,GIVN SW Equity,Materials,Materials
Valtaldy,3/2/2020,DaDay,5,buy,3942.46,GIVN SW Equity,Materials,Materials
Theoseph,2/13/2020,Gochs,1,sell,2880,GIVN SW Equity,Materials,Materials
Katinson,2/11/2020,Daavy,3,neutral,-2.42E-14,GIVN SW Equity,Materials,Materials
Andn Arx,2/7/2020,Bavea,4,add,3100,GIVN SW Equity,Materials,Materials
Patfaisz,2/4/2020,UBUBS,5,buy,3500,GIVN SW Equity,Materials,Materials
Thooboda,2/3/2020,Soale,3,hold,3000,GIVN SW Equity,Materials,Materials
AleThrum,2/3/2020,Moley,1,Underwt/In-Line,2730,GIVN SW Equity,Materials,Materials
Gunhmann,2/1/2020,Beein,1,underperform,2350,GIVN SW Equity,Materials,Materials
Danovcan,1/29/2020,Miies,3,hold,3320,GIVN SW Equity,Materials,Materials
Patoquas,1/29/2020,Keeux,3,hold,3061,GIVN SW Equity,Materials,Materials
VirFerte,1/27/2020,Deank,3,hold,2600,GIVN SW Equity,Materials,Materials
Celnnuti,1/27/2020,J.gan,3,neutral,2800,GIVN SW Equity,Materials,Materials
Thoworth,1/27/2020,Ciiti,1,sell,1700,GIVN SW Equity,Materials,Materials
Jamrgett,1/27/2020,Beerg,5,buy,3600,GIVN SW Equity,Materials,Materials
Jeatschy,1/27/2020,Ba AG,5,buy,3400,GIVN SW Equity,Materials,Materials
Chantley,1/24/2020,Crsse,1,underperform,2200,GIVN SW Equity,Materials,Materials
RobHales,1/24/2020,MoInc,1,sell,2150,GIVN SW Equity,Materials,Materials
Heirinen,1/24/2020,Exbas,3,neutral,2830,GIVN SW Equity,Materials,Materials
Seb Satz,1/24/2020,Baays,1,underweight,2300,GIVN SW Equity,Materials,Materials
Adallins,10/1/2019,Lirum,3,hold,2184,GIVN SW Equity,Materials,Materials
Ranf Orr,9/27/2019,Reted,1,sell,-2.42E-14,GIVN SW Equity,Materials,Materials
Triville,11/21/2018,Wited,5,buy,-2.42E-14,GIVN SW Equity,Materials,Materials
Alabriel,3/6/2020,Moley,5,Overwt/In-Line,257,GLEN LN Equity,Materials,Materials
Ianssouw,3/6/2020,Baays,5,overweight,285,GLEN LN Equity,Materials,Materials
Dom'Kane,3/5/2020,J.gan,1,underweight,190,GLEN LN Equity,Materials,Materials
VarSikka,3/5/2020,Alope,5,buy,325,GLEN LN Equity,Materials,Materials
Sylrunet,3/4/2020,Exbas,3,neutral,231,GLEN LN Equity,Materials,Materials
Scochier,3/4/2020,ClInc,5,buy,270,GLEN LN Equity,Materials,Materials
Chremina,3/3/2020,Jeies,5,buy,270,GLEN LN Equity,Materials,Materials
Hunlcoat,3/2/2020,Intec,5,buy,255,GLEN LN Equity,Materials,Materials
Valtaldy,3/2/2020,DaDay,1,sell,110.68,GLEN LN Equity,Materials,Materials
BenDavis,3/1/2020,Lirum,5,buy,270,GLEN LN Equity,Materials,Materials
MatHodge,2/27/2020,MoInc,5,buy,265,GLEN LN Equity,Materials,Materials
Eug King,2/20/2020,Gochs,5,buy,270,GLEN LN Equity,Materials,Materials
Johorius,2/20/2020,Retal,3,hold,236.36,GLEN LN Equity,Materials,Materials
Edwterck,2/19/2020,BMets,3,market perform,250,GLEN LN Equity,Materials,Materials
Conowley,2/19/2020,Crsse,5,outperform,300,GLEN LN Equity,Materials,Materials
Eph Ravi,2/19/2020,Ciiti,5,buy,300,GLEN LN Equity,Materials,Materials
Svemeier,2/19/2020,InmbH,3,hold,250,GLEN LN Equity,Materials,Materials
TimClark,2/19/2020,SBies,5,buy,330,GLEN LN Equity,Materials,Materials
Liatrick,2/18/2020,Deank,5,buy,275,GLEN LN Equity,Materials,Materials
Mylllsop,2/18/2020,UBUBS,5,buy,280,GLEN LN Equity,Materials,Materials
Yuen Low,2/18/2020,Shers,NA,not rated,-2.42E-14,GLEN LN Equity,Materials,Materials
TylBroda,2/11/2020,RBets,5,outperform,280,GLEN LN Equity,Materials,Materials
Pau Gait,2/7/2020,Beein,5,outperform,500,GLEN LN Equity,Materials,Materials
Sernskoy,12/16/2019,Soale,5,buy,260,GLEN LN Equity,Materials,Materials
Matields,9/4/2019,AvLtd,5,outperform,398.12,GLEN LN Equity,Materials,Materials
Teaerage,9/16/2015,SPgel,5,buy,-2.42E-14,GLEN LN Equity,Materials,Materials
LucSolca,3/8/2020,Beein,3,market perform,680,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Marheron,3/5/2020,Ma AG,3,hold,670,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
JieZhang,3/5/2020,Alope,1,sell,570,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
EdoAubin,3/3/2020,Moley,3,Equalwt/In-Line,670,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Dav Maia,2/28/2020,CIons,3,neutral,660,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Melrippo,2/28/2020,Exbas,3,neutral,700,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Ant Riou,2/27/2020,Soale,3,hold,708,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Gilrrico,2/27/2020,MeSpA,3,neutral,570,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Guiville,2/27/2020,Crsse,3,neutral,670,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
MarUribe,2/27/2020,UBUBS,5,buy,726,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Jeaanjou,2/27/2020,OdBHF,5,buy,776,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Meluquet,2/26/2020,J.gan,1,underweight,515,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Loiorvan,2/26/2020,Br Co,3,neutral,570,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Jelolova,2/26/2020,MoInc,1,sell,395,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Fratonio,2/25/2020,Deank,3,hold,530,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Valtaldy,2/24/2020,DaDay,5,buy,790,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
ChrGuyot,2/24/2020,In SA,1,sell,590,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Annsmuth,2/23/2020,HSSBC,3,hold,710,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Louhurst,2/21/2020,Gochs,1,sell,620,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Aurutier,2/5/2020,Keeux,3,hold,700,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Antpagna,11/20/2019,ISEVA,3,hold,-2.42E-14,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Rogimori,10/28/2019,RBets,3,sector perform,615,RMS FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Andlesen,3/6/2020,Jyank,3,hold,82.23,NDA SS Equity,Financials,Banks
Farshiri,3/5/2020,Alope,2,reduce,80.4,NDA SS Equity,Financials,Banks
Sofrzens,3/4/2020,J.gan,3,neutral,74,NDA SS Equity,Financials,Banks
Petakoff,3/4/2020,SEies,3,hold,84,NDA SS Equity,Financials,Banks
Adarrass,3/4/2020,Beerg,5,buy,87,NDA SS Equity,Financials,Banks
NicBeath,3/3/2020,DNets,5,buy,92,NDA SS Equity,Financials,Banks
AntSaari,3/2/2020,OPank,4,accumulate,85.06,NDA SS Equity,Financials,Banks
RonGhose,3/2/2020,Ciiti,3,neutral,83,NDA SS Equity,Financials,Banks
Royilley,3/2/2020,ArASA,5,buy,90,NDA SS Equity,Financials,Banks
Maritgeb,2/24/2020,Gochs,3,neutral,97,NDA SS Equity,Financials,Banks
Ricovere,2/13/2020,MeSpA,1,underperform,78.73,NDA SS Equity,Financials,Banks
Jenallen,2/11/2020,Cagie,3,hold,85,NDA SS Equity,Financials,Banks
Johkblom,2/10/2020,UBUBS,3,neutral,83,NDA SS Equity,Financials,Banks
Nikammer,2/10/2020,MoInc,3,hold,85,NDA SS Equity,Financials,Banks
GeoDawes,2/6/2020,Soale,1,sell,72.95,NDA SS Equity,Financials,Banks
AntReale,2/6/2020,Moley,3,Equalwt/Attractive,78,NDA SS Equity,Financials,Banks
Magrsson,2/6/2020,ABier,3,hold,78,NDA SS Equity,Financials,Banks
Joserson,2/6/2020,Jeies,3,hold,88.5,NDA SS Equity,Financials,Banks
Harmaran,2/6/2020,Keods,1,underperform,70,NDA SS Equity,Financials,Banks
Matedahl,2/6/2020,Haken,5,buy,92,NDA SS Equity,Financials,Banks
Andnsson,2/6/2020,Daank,5,buy,95,NDA SS Equity,Financials,Banks
ChrAdams,1/13/2020,Keeux,5,buy,89.62,NDA SS Equity,Financials,Banks
RicHenze,12/17/2019,Nodea,NA,not rated,-2.42E-14,NDA SS Equity,Financials,Banks
Chrrtley,11/29/2019,Reted,1,sell,-2.42E-14,NDA SS Equity,Financials,Banks
AdrCighi,11/22/2019,RBets,1,underperform,74.29,NDA SS Equity,Financials,Banks
Ricussen,10/24/2019,Nyank,3,hold,76.02,NDA SS Equity,Financials,Banks
Antpagna,10/4/2019,ISEVA,1,underweight,-2.42E-14,NDA SS Equity,Financials,Banks
Oddeidel,12/14/2017,Sp AS,3,neutral,115,NDA SS Equity,Financials,Banks
SimJulin,7/21/2017,Paies,3,hold,100,NDA SS Equity,Financials,Banks
Klaelind,3/5/2020,Ciiti,5,buy,198,VOLVB SS Equity,Industrials,Capital Goods
Erilrang,3/5/2020,SEies,5,buy,186,VOLVB SS Equity,Industrials,Capital Goods
Erilsson,3/5/2020,Paies,5,buy,185,VOLVB SS Equity,Industrials,Capital Goods
Handniok,3/3/2020,Alope,4,add,164,VOLVB SS Equity,Industrials,Capital Goods
Jamaylor,3/2/2020,Exbas,1,underperform,125,VOLVB SS Equity,Industrials,Capital Goods
JosO'Dea,3/2/2020,Veers,3,hold,160,VOLVB SS Equity,Industrials,Capital Goods
Harrikse,2/18/2020,Moley,1,Underwt/Attractive,130,VOLVB SS Equity,Industrials,Capital Goods
Daveiker,2/11/2020,Baird,5,outperform,190,VOLVB SS Equity,Industrials,Capital Goods
Robeimer,2/10/2020,MeLLC,5,buy,208,VOLVB SS Equity,Industrials,Capital Goods
DanCosta,2/7/2020,Gochs,5,buy,200,VOLVB SS Equity,Industrials,Capital Goods
Josmendi,2/6/2020,J.gan,3,neutral,165,VOLVB SS Equity,Industrials,Capital Goods
Gui Lojo,2/4/2020,UBUBS,1,sell,148,VOLVB SS Equity,Industrials,Capital Goods
Agnilela,2/3/2020,Nodea,5,buy,200,VOLVB SS Equity,Industrials,Capital Goods
Hennsson,1/31/2020,Cagie,5,buy,200,VOLVB SS Equity,Industrials,Capital Goods
Hamellau,1/31/2020,Haken,5,buy,185,VOLVB SS Equity,Industrials,Capital Goods
Mat Liss,1/31/2020,Keeux,5,buy,185,VOLVB SS Equity,Industrials,Capital Goods
Oloammar,1/31/2020,DNets,5,buy,190,VOLVB SS Equity,Industrials,Capital Goods
SebUbert,1/30/2020,Soale,1,sell,135,VOLVB SS Equity,Industrials,Capital Goods
Olorholm,1/30/2020,ABier,5,buy,200,VOLVB SS Equity,Industrials,Capital Goods
Tomrayan,1/30/2020,RBets,3,sector perform,166,VOLVB SS Equity,Industrials,Capital Goods
Bjoarson,1/30/2020,Daank,5,buy,200,VOLVB SS Equity,Industrials,Capital Goods
Seaghlin,1/23/2020,HSSBC,3,hold,150,VOLVB SS Equity,Industrials,Capital Goods
Timkossa,1/20/2020,Deank,5,buy,190,VOLVB SS Equity,Industrials,Capital Goods
AshGupta,12/18/2019,StInc,3,equalweight,135,VOLVB SS Equity,Industrials,Capital Goods
Phichois,11/22/2019,Jeies,5,buy,190,VOLVB SS Equity,Industrials,Capital Goods
Antpagna,5/22/2019,ISEVA,5,buy,-2.42E-14,VOLVB SS Equity,Industrials,Capital Goods
Robllard,3/6/2020,Veers,5,buy,710,BA/ LN Equity,Industrials,Capital Goods
Chaworth,3/5/2020,Baays,5,overweight,760,BA/ LN Equity,Industrials,Capital Goods
